#《禮記·中庸》中古音及中州音
# v20190526
# author: hhliow (github.com/hhliow)
# license: cc by-nc-sa 4.0
char	middle_chinese	mandarin	reference
久	kjuwX	kiw˥˧	
則	tsok	tsəʔ(k)	
徵。	tring	tʃiŋ	
徵	tring	tʃiŋ	
則	tsok	tsəʔ(k)	
悠	yuw	jiw˩	
遠。	hjwonX	jyuɛn˥˧	
悠	yuw	jiw˩	
遠	hjwonX	jyuɛn˥˧	
則	tsok	tsəʔ(k)	
博	pak	pɒʔ(k)	
厚。	huwX	ɦəw'˨˦	
博	pak	pɒʔ(k)	
厚	huwX	ɦəw'˨˦	
則	tsok	tsəʔ(k)	
高	kaw	kaw	
明。	mjaeng	miŋ˩	
博	pak	pɒʔ(k)	
厚	huwX	ɦəw'˨˦	
所	srjoX	ʂu˥˧	
以	yiX	ji˥˧	
載	tsojH	tsai˨˦	
物	mjut	vuʔ(t)˩	
也。	yaeX	jiɛ˥˧	
高	kaw	kaw	
明	mjaeng	miŋ˩	
所	srjoX	ʂu˥˧	
以	yiX	ji˥˧	
覆	phjuwH	fəw˨˦	
物	mjut	vuʔ(t)˩	
也。	yaeX	jiɛ˥˧	
悠	yuw	jiw˩	
久	kjuwX	kiw˥˧	
所	srjoX	ʂu˥˧	
以	yiX	ji˥˧	
成	dzyeng	tʃʱiŋ˩	
物	mjut	vuʔ(t)˩	
也。	yaeX	jiɛ˥˧	
博	pak	pɒʔ(k)	
厚	huwX	ɦəw'˨˦	
配	phwojH	pʰui˨˦	
地。	dijH	di˨˦	
高	kaw	kaw	
明	mjaeng	miŋ˩	
配	phwojH	pʰui˨˦	
天。	then	tʰiɛn	
悠	yuw	jiw˩	
久	kjuwX	kiw˥˧	
無	mju	vu˩	
疆。	kjang	kiɑŋ	【音義】
如	nyo	ʒy˩	
此	tshjeX	tsʰɨ˥˧	
者。	tsyaeX	tʃiɛ˥˧	
不	pjuw	puʔ(t)	
見	henH	ɦiɛn˨˦	【集註】
而	nyi	ɻ˩	
章。	tsyang	tʃiɑŋ	
不	pjuw	puʔ(t)	
動	duwngX	duŋ'˨˦	
而	nyi	ɻ˩	
變。	pjenH	piɛn˨˦	
無	mju	vu˩	
爲	hjwe	ui˩	
而	nyi	ɻ˩	
成。	dzyeng	tʃʱiŋ˩	
天	then	tʰiɛn	
地	dijH	di˨˦	
之	tsyi	tʃɨ	
道。	dawX	daw'˨˦	
可	khaX	kʰɔ˥˧	
一	’jit	ʔiʔ(t)	
言	ngjon	jiɛn˩	
而	nyi	ɻ˩	
盡	dzinX	dzin'˨˦	
也。	yaeX	jiɛ˥˧	
其	gi	kʱi˩	
爲	hjwe	ui˩	
物	mjut	vuʔ(t)˩	
不	pjuw	puʔ(t)	
貳。	nyijH	ɻ˨˦	【音義】
則	tsok	tsəʔ(k)	
其	gi	kʱi˩	
生	sraeng	ʂəŋ	
物	mjut	vuʔ(t)˩	
不	pjuw	puʔ(t)	
測。	tsrhik	ʈʂʰəʔ(k)	
天	then	tʰiɛn	
地	dijH	di˨˦	
之	tsyi	tʃɨ	
道。	dawX	daw'˨˦	
博	pak	pɒʔ(k)	
也。	yaeX	jiɛ˥˧	
厚	huwX	ɦəw'˨˦	
也。	yaeX	jiɛ˥˧	
高	kaw	kaw	
也。	yaeX	jiɛ˥˧	
明	mjaeng	miŋ˩	
也。	yaeX	jiɛ˥˧	
悠	yuw	jiw˩	
也。	yaeX	jiɛ˥˧	
久	kjuwX	kiw˥˧	
也。	yaeX	jiɛ˥˧	
今	kim	kim	
夫	bju	fʱu˩	【音義】【集註】
天。	then	tʰiɛn	
斯	sje	sɨ	
昭	tsyew	tʃiɛw	【音義】
昭	tsyew	tʃiɛw	【音義】
之	tsyi	tʃɨ	
多。	ta	tɔ	
及	gip	giʔ(p)˩	
其	gi	kʱi˩	
無	mju	vu˩	
窮	gjuwng	kʱyuŋ˩	
也。	yaeX	jiɛ˥˧	
日	nyit	ʒiʔ(t)˩	
月	ngjwot	(ŋ)yuɛʔ(t)˩	
星	seng	siŋ	
辰	dzyin	ʃʱin˩	
繫	hejH	ɦi˨˦	
焉。	hjen	jiɛn˩	
萬	mjonH	van˨˦	
物	mjut	vuʔ(t)˩	
覆	phjuwH	fəw˨˦	
焉。	hjen	jiɛn˩	
今	kim	kim	
夫	bju	fʱu˩	【音義】【集註】
地。	dijH	di˨˦	
一	’jit	ʔiʔ(t)	
撮	tshwat	tsʰwɔʔ(t)	【音義】
土	thuX	tʰu˥˧	
之	tsyi	tʃɨ	
多。	ta	tɔ	
及	gip	giʔ(p)˩	
其	gi	kʱi˩	
廣	kwangX	kwɑŋ˥˧	
厚。	huwX	ɦəw'˨˦	
載	tsojH	tsai˨˦	
華	"hwaeH/
hwae"	"ɦwa˨˦/
ɦwa˩"	【音義】【集註】
岳	ngaewk	(ŋ)iɒʔ(k)˩	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
重。	"drjowngX/
drjowngH"	"dʒyuŋ'˨˦/
dʒyuŋ˨˦"	
振	tsyinH	tʃin˨˦	
河	ha	ɦɔ˩	
海	xojX	hai˥˧	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
泄。	sjet	siɛʔ(t)	【音義】
萬	mjonH	van˨˦	
物	mjut	vuʔ(t)˩	
載	tsojH	tsai˨˦	
焉。	hjen	jiɛn˩	
今	kim	kim	
夫	bju	fʱu˩	【音義】【集註】
山。	srean	ʂan	
一	’jit	ʔiʔ(t)	
卷	"gjwen/
khjwen/"	"kʱyuɛn˩/
kʰyuɛn˧"	【音義】【集註】
石	dzyek	ʃʱiʔ(k)˩	
之	tsyi	tʃɨ	
多。	ta	tɔ	
及	gip	giʔ(p)˩	
其	gi	kʱi˩	
廣	kwangX	kwɑŋ˥˧	
大。	dajH	dai˨˦	
草	tshawX	tsʰaw˥˧	
木	muwk	muʔ(k)˩	
生	sraeng	ʂəŋ	
之。	tsyi	tʃɨ	
禽	gim	kʱim˩	
獸	syuwH	ʃiw˨˦	
居	kjo	ky	
之。	tsyi	tʃɨ	
寶	pawX	paw˥˧	
藏	dzangH	dzɑŋ˨˦	【音義】【集註】
興	xing	hiŋ	
焉。	hjen	jiɛn˩	
今	kim	kim	
夫	bju	fʱu˩	【音義】【集註】
水。	sywijX	ʂui˥˧	
一	’jit	ʔiʔ(t)	
勺	dzyak	ʃʱiɒʔ(k)˩	【音義】【集註】
之	tsyi	tʃɨ	
多。	ta	tɔ	
及	gip	giʔ(p)˩	
其	gi	kʱi˩	
不	pjuw	puʔ(t)	
測。	tsrhik	ʈʂʰəʔ(k)	
黿	ngjwon	(ŋ)yuɛn˩	【音義】
鼉	"da/
dan"	"tʱɔ˩/
tʱan˩"	【音義】
蛟	kaew	kiaw	【音義】
龍	ljowng	lyuŋ˩	
魚	ngjo	ŋy˩	
鱉	pjiet	piɛʔ(t)	【音義】
生	sraeng	ʂəŋ	
焉。	hjen	jiɛn˩	
貨	xwaH	hwɔ˨˦	
財	dzoj	tsʱai˩	
殖	dzyik	ʃʱiʔ(k)˩	
焉。	hjen	jiɛn˩	
詩	syi	ʃɨ	
云。	hjun	jyun˩	
維	ywij	vi˩	
天	then	tʰiɛn	
之	tsyi	tʃɨ	
命。	mjaengH	miŋ˨˦	
於	’u	ʔu	【音義】【集註】
穆	mjuwk	muʔ(k)˩	
不	pjuw	puʔ(t)	
已。	yiX	ji˥˧	
蓋	kajH	kai˨˦	
曰。	hjwot	jyuɛʔ(t)˩	
天	then	tʰiɛn	
之	tsyi	tʃɨ	
所	srjoX	ʂu˥˧	
以	yiX	ji˥˧	
爲	hjwe	ui˩	
天	then	tʰiɛn	
也。	yaeX	jiɛ˥˧	
於	’u	ʔu	【音義】【集註】
乎	xu	hu	【音義】【集註】
不	pjuw	puʔ(t)	
顯。	xenX	hiɛn˥˧	
文	mjun	vun˩	
王	hjwang	wɑŋ˩	
之	tsyi	tʃɨ	
德	tok	təʔ(k)	
之	tsyi	tʃɨ	
純。	dzywin	ʃʱyun˩	
蓋	kajH	kai˨˦	
曰。	hjwot	jyuɛʔ(t)˩	
文	mjun	vun˩	
王	hjwang	wɑŋ˩	
之	tsyi	tʃɨ	
所	srjoX	ʂu˥˧	
以	yiX	ji˥˧	
爲	hjwe	ui˩	
文	mjun	vun˩	
也。	yaeX	jiɛ˥˧	
純	dzywin	ʃʱyun˩	
亦	yek	jiʔ(k)˩	
不	pjuw	puʔ(t)	
已。	yiX	ji˥˧	
大	dajH	dai˨˦	
哉	tsoj	tsai	
聖	syengH	ʃiŋ˨˦	
人	nyin	ʒin˩	
之	tsyi	tʃɨ	
道。	dawX	daw'˨˦	
洋	yang	jiɑŋ˩	【音義】
洋	yang	jiɑŋ˩	【音義】
乎。	hu	ɦu˩	
發	pjot	faʔ(t)	
育	yuwk	jyuʔ(k)˩	
萬	mjonH	van˨˦	
物。	mjut	vuʔ(t)˩	
峻	swinH	syun˨˦	【音義】
極	gik	giʔ(k)˩	
于	hju	jy˩	
天。	then	tʰiɛn	
優	’juw	ʔiw	【音義】
優	’juw	ʔiw	【音義】
大	dajH	dai˨˦	
哉。	tsoj	tsai	
禮	lejX	li˥˧	
儀	ngje	(ŋ)i˩	
三	sam	sam	
百。	paek	pəʔ(k)	
威	’jw+j	ʔui	
儀	ngje	(ŋ)i˩	
三	sam	sam	
千。	tshen	tsʰiɛn	
待	dojX	dai'˨˦	
其	gi	kʱi˩	
人	nyin	ʒin˩	
而	nyi	ɻ˩	
後	huwX	ɦəw'˨˦	
行。	haeng	ɦiŋ˩	
故	kuH	ku˨˦	
曰。	hjwot	jyuɛʔ(t)˩	
茍	kuwX	kəw˥˧	
不	pjuw	puʔ(t)	
至	tsyijH	tʃɨ˨˦	
德。	tok	təʔ(k)	
至	tsyijH	tʃɨ˨˦	
道	dawX	daw'˨˦	
不	pjuw	puʔ(t)	
凝	nging	ŋiŋ˩	【音義】
焉。	hjen	jiɛn˩	
故	kuH	ku˨˦	
君	kjun	kyun	
子	tsiX	tsɨ˥˧	
尊	tswon	tsun	
德	tok	təʔ(k)	
性	sjengH	siŋ˨˦	
而	nyi	ɻ˩	
道	dawH	daw˨˦	
問	mjunH	vun˨˦	
學。	haewk	ɦiɒʔ(k)˩	
致	trijH	tʃi˨˦	
廣	kwangX	kwɑŋ˥˧	
大	dajH	dai˨˦	
而	nyi	ɻ˩	
盡	dzinX	dzin'˨˦	
精	tsjeng	tsiŋ	
微。	mj+j	vi˩	
極	gik	giʔ(k)˩	
高	kaw	kaw	
明	mjaeng	miŋ˩	
而	nyi	ɻ˩	
道	dawH	daw˨˦	
中	trjuwng	tʃyuŋ	
庸。	yowng	jyuŋ˩	
溫	’won	ʔun	
故	kuH	ku˨˦	
而	nyi	ɻ˩	
知	trje	tʃi	
新。	sin	sin	
敦	twon	tun	
厚	huwX	ɦəw'˨˦	
以	yiX	ji˥˧	
崇	dzrjuwng	ʈʂʱuŋ˩	
禮。	lejX	li˥˧	
是	dzyeX	ʃʱɨ'˨˦	
故	kuH	ku˨˦	
居	kjo	ky	
上	dzyangH	ʃʱiɑŋ˨˦	
不	pjuw	puʔ(t)	
驕。	kjew	kiɛw	【音義】
爲	hjwe	ui˩	
下	haeX	ɦia'˨˦	
不	pjuw	puʔ(t)	
倍。	bwojH	bui˨˦	【音義】【集註】
國	kwok	kwəʔ(k)	
有	hjuwX	jiw˥˧	
道。	dawX	daw'˨˦	
其	gi	kʱi˩	
言	ngjon	jiɛn˩	
足	tsjowk	tsyuʔ(k)	
以	yiX	ji˥˧	
興。	xing	hiŋ	
國	kwok	kwəʔ(k)	
無	mju	vu˩	
道。	dawX	daw'˨˦	
其	gi	kʱi˩	
默	mok	məʔ(k)˩	【音義】
足	tsjowk	tsyuʔ(k)	
以	yiX	ji˥˧	
容。	yowng	jyuŋ˩	
詩	syi	ʃɨ	
曰。	hjwot	jyuɛʔ(t)˩	
既	kj+jH	ki˨˦	
明	mjaeng	miŋ˩	
且	tshjaeX	tsʰiɛ˥˧	
哲。	trjet	tʃiɛʔ(t)	【音義】
以	yiX	ji˥˧	
保	pawX	paw˥˧	
其	gi	kʱi˩	
身。	syin	ʃin	
其	gi	kʱi˩	
此	tshjeX	tsʰɨ˥˧	
之	tsyi	tʃɨ	
謂	hjw+jH	ui˨˦	
與。	yo	jy˩	【音義】【集註】
子	tsiX	tsɨ˥˧	
曰。	hjwot	jyuɛʔ(t)˩	
愚	ngju	ŋy˩	
而	nyi	ɻ˩	
好	xawH	haw˨˦	【音義】
自	dzijH	dzɨ˨˦	
用。	yowngH	jyuŋ˨˦	
賤	dzjenH	dziɛn˨˦	
而	nyi	ɻ˩	
好	xawH	haw˨˦	【音義】【集註】
自	dziH	dzɨ˨˦	
專。	tsywen	tʃyuɛn	
生	sraeng	ʂəŋ	
乎	hu	ɦu˩	
今	kim	kim	
之	tsyi	tʃɨ	
世。	syejH	ʃi˨˦	
反	pjonX	fan˥˧	
古	kuX	ku˥˧	
之	tsyi	tʃɨ	
道。	dawX	daw'˨˦	
如	nyo	ʒy˩	
此	tshjeX	tsʰɨ˥˧	
者。	tsyaeX	tʃiɛ˥˧	
菑	tsoj	tsai	【音義】【集註】
及	gip	giʔ(p)˩	
其	gi	kʱi˩	
身	syin	ʃin	
者	tsyaeX	tʃiɛ˥˧	
也。	yaeX	jiɛ˥˧	
非	pj+j	fi	
天	then	tʰiɛn	
子	tsiX	tsɨ˥˧	
不	pjuw	puʔ(t)	
議	ngjeH	(ŋ)i˨˦	
禮。	lejX	li˥˧	
不	pjuw	puʔ(t)	
制	tsyejH	tʃi˨˦	
度。	duH	du˨˦	
不	pjuw	puʔ(t)	
考	khawX	kʰaw˥˧	
文。	mjun	vun˩	
今	kim	kim	
天	then	tʰiɛn	
下	haeX	ɦia'˨˦	
車	"kjo/
tsyhae"	"ky/
tʃʰiɛ"	
同	duwng	tʱuŋ˩	
軌。	kwijX	kui˥˧	
書	syo	ʃy	
同	duwng	tʱuŋ˩	
文。	mjun	vun˩	
行	haengH	ɦiŋ˨˦	【音義】【集註】
同	duwng	tʱuŋ˩	
倫。	lwin	lyun˩	
雖	swij	sui	
有	hjuwX	jiw˥˧	
其	gi	kʱi˩	
位。	hwijH	ui˨˦	
茍	kuwX	kəw˥˧	
無	mju	vu˩	
其	gi	kʱi˩	
德。	tok	təʔ(k)	
不	pjuw	puʔ(t)	
敢	kamX	kam˥˧	
作	tsak	tsɒʔ(k)	
禮	lejX	li˥˧	
樂	ngaewk	(ŋ)iɒʔ(k)˩	
焉。	hjen	jiɛn˩	
雖	swij	sui	
有	hjuwX	jiw˥˧	
其	gi	kʱi˩	
德。	tok	təʔ(k)	
茍	kuwX	kəw˥˧	
無	mju	vu˩	
其	gi	kʱi˩	
位。	hwijH	ui˨˦	
亦	yek	jiʔ(k)˩	
不	pjuw	puʔ(t)	
敢	kamX	kam˥˧	
作	tsak	tsɒʔ(k)	
禮	lejX	li˥˧	
樂	ngaewk	(ŋ)iɒʔ(k)˩	
焉。	hjen	jiɛn˩	
子	tsiX	tsɨ˥˧	
曰。	hjwot	jyuɛʔ(t)˩	
吾	ngu	(ŋ)u˩	
說	sywet	ʃyuɛʔ(t)	
夏	haeX	ɦia'˨˦	
禮。	lejX	li˥˧	
杞	khiX	kʰi˥˧	【音義】
不	pjuw	puʔ(t)	
足	tsjowk	tsyuʔ(k)	
徵	tring	tʃiŋ	
也。	yaeX	jiɛ˥˧	
吾	ngu	(ŋ)u˩	
學	haewk	ɦiɒʔ(k)˩	
殷	’j+n	ʔin	
禮。	lejX	li˥˧	
有	hjuwX	jiw˥˧	
宋	sowngH	suŋ˨˦	
存	dzwon	tsʱun˩	
焉。	hjen	jiɛn˩	
吾	ngu	(ŋ)u˩	
學	haewk	ɦiɒʔ(k)˩	
周	tsyuw	tʃiw	
禮。	lejX	li˥˧	
今	kim	kim	
用	yowngH	jyuŋ˨˦	
之。	tsyi	tʃɨ	
吾	ngu	(ŋ)u˩	
從	dzjowng	tsʱyuŋ˩	
周。	tsyuw	tʃiw	
王	"hjwangH/
hjwang"	"wɑŋ˨˦/
wɑŋ˩"	【音義】【集註】
天	then	tʰiɛn	
下	haeX	ɦia'˨˦	
有	hjuwX	jiw˥˧	
三	sam	sam	
重	drjowngX	dʒyuŋ'˨˦	
焉。	hjen	jiɛn˩	
其	gi	kʱi˩	
寡	kwaeX	kwa˥˧	
過	kwaH	kwɔ˨˦	
矣	hiX	ji˥˧	
乎。	hu	ɦu˩	
上	dzyangH	ʃʱiɑŋ˨˦	
焉	hjen	jiɛn˩	
者。	tsyaeX	tʃiɛ˥˧	
雖	swij	sui	
善	dzyenX	ʃʱiɛn'˨˦	
無	mju	vu˩	
徵。	tring	tʃiŋ	
無	mju	vu˩	
徵	tring	tʃiŋ	
不	pjuw	puʔ(t)	
信。	sinH	sin˨˦	
不	pjuw	puʔ(t)	
信	sinH	sin˨˦	
民	mjin	min˩	
弗	pjut	fuʔ(t)	
從。	dzjowng	tsʱyuŋ˩	
下	haeX	ɦia'˨˦	
焉	hjen	jiɛn˩	
者。	tsyaeX	tʃiɛ˥˧	
雖	swij	sui	
善	dzyenX	ʃʱiɛn'˨˦	
不	pjuw	puʔ(t)	
尊。	tswon	tsun	
不	pjuw	puʔ(t)	
尊	tswon	tsun	
不	pjuw	puʔ(t)	
信。	sinH	sin˨˦	
不	pjuw	puʔ(t)	
信	sinH	sin˨˦	
民	mjin	min˩	
弗	pjut	fuʔ(t)	
從。	dzjowng	tsʱyuŋ˩	
故	kuH	ku˨˦	
君	kjun	kyun	
子	tsiX	tsɨ˥˧	
之	tsyi	tʃɨ	
道。	dawX	daw'˨˦	
本	pwonX	pun˥˧	
諸	tsyo	tʃy	
身。	syin	ʃin	
徵	tring	tʃiŋ	
諸	tsyo	tʃy	
庶	syoH	ʃy˨˦	
民。	mjin	min˩	
考	khawX	kʰaw˥˧	
諸	tsyo	tʃy	
三	sam	sam	
王	hjwang	wɑŋ˩	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
繆。	mjiwH	miw˨˦	【音義】
建	kjonH	kiɛn˨˦	
諸	tsyo	tʃy	
天	then	tʰiɛn	
地	dijH	di˨˦	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
悖。	bwojH	bui˨˦	【音義】
質	tsyit	tʃiʔ(t)	
諸	tsyo	tʃy	
鬼	kjw+jX	kui˥˧	
神	zyin	ʃʱin˩	
而	nyi	ɻ˩	
無	mju	vu˩	
疑。	ngi	(ŋ)i˩	
百	paek	pəʔ(k)	
世	syejH	ʃi˨˦	
以	yiX	ji˥˧	
俟	zriX	sʱɨ'˨˦	
聖	syengH	ʃiŋ˨˦	
人	nyin	ʒin˩	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
惑。	hwok	ɦwəʔ(k)˩	
質	tsyit	tʃiʔ(t)	
鬼	kjw+jX	kui˥˧	
神	zyin	ʃʱin˩	
而	nyi	ɻ˩	
無	mju	vu˩	
疑。	ngi	(ŋ)i˩	
知	trje	tʃi	
天	then	tʰiɛn	
也。	yaeX	jiɛ˥˧	
百	paek	pəʔ(k)	
世	syejH	ʃi˨˦	
以	yiX	ji˥˧	
俟	zriX	sʱɨ'˨˦	
聖	syengH	ʃiŋ˨˦	
人	nyin	ʒin˩	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
惑。	hwok	ɦwəʔ(k)˩	
知	trje	tʃi	
人	nyin	ʒin˩	
也。	yaeX	jiɛ˥˧	
是	dzyeX	ʃʱɨ'˨˦	
故	kuH	ku˨˦	
君	kjun	kyun	
子	tsiX	tsɨ˥˧	
動	duwngX	duŋ'˨˦	
而	nyi	ɻ˩	
世	syejH	ʃi˨˦	
爲	hjwe	ui˩	
天	then	tʰiɛn	
下	haeX	ɦia'˨˦	
道。	dawX	daw'˨˦	
行	haeng	ɦiŋ˩	
而	nyi	ɻ˩	
世	syejH	ʃi˨˦	
爲	hjwe	ui˩	
天	then	tʰiɛn	
下	haeX	ɦia'˨˦	
法。	pjop	faʔ(p)	
言	ngjon	jiɛn˩	
而	nyi	ɻ˩	
世	syejH	ʃi˨˦	
爲	hjwe	ui˩	
天	then	tʰiɛn	
下	haeX	ɦia'˨˦	
則。	tsok	tsəʔ(k)	
遠	"hjwonX/
hjwonH"	"jyuɛn˥˧/
jyuɛn˨˦"	【音義】
之	tsyi	tʃɨ	
則	tsok	tsəʔ(k)	
有	hjuwX	jiw˥˧	
望。	mjangH	vɑŋ˨˦	
近	"gj+nX/
gj+nH"	"gin'˨˦/
gin˨˦"	【音義】
之	tsyi	tʃɨ	
則	tsok	tsəʔ(k)	
不	pjuw	puʔ(t)	
厭。	’jiemH	ʔiɛm˨˦	【音義】
詩	syi	ʃɨ	
曰。	hjwot	jyuɛʔ(t)˩	
在	dzojX	dzai'˨˦	
彼	pjeX	pi˥˧	
無	mju	vu˩	
惡。	’uH	ʔu˨˦	【集註】
在	dzojX	dzai'˨˦	
此	tshjeX	tsʰɨ˥˧	
無	mju	vu˩	
射。	"yek/
tuH"	"jik˩/
tu˨˦"	【音義】【集註】
庶	syoH	ʃy˨˦	
幾	kj+j	ki	
夙	sjuwk	syuʔ(k)	
夜。	yaeH	jiɛ˨˦	
以	yiX	ji˥˧	
永	hjwaengX	jyuəŋ˥˧	
終	tsyuwng	tʃyuŋ	
譽。	yoH	jy˨˦	
君	kjun	kyun	
子	tsiX	tsɨ˥˧	
未	mj+jH	vi˨˦	
有	hjuwX	jiw˥˧	
不	pjuw	puʔ(t)	
如	nyo	ʒy˩	
此。	tshjeX	tsʰɨ˥˧	
而	nyi	ɻ˩	
蚤	tsawX	tsaw˥˧	【音義】
有	hjuwX	jiw˥˧	
譽	yoH	jy˨˦	
於	’jo	ʔy	
天	then	tʰiɛn	
下	haeX	ɦia'˨˦	
者	tsyaeX	tʃiɛ˥˧	
也。	yaeX	jiɛ˥˧	
仲	drjuwngH	dʒyuŋ˨˦	
尼	nrij	ni˩	
祖	tsuX	tsu˥˧	
述	zywit	ʃʱyʔ(t)˩	
堯	ngew	jiɛw˩	
舜。	sywinH	ʃyun˨˦	
憲	xjonH	hiɛn˨˦	
章	tsyang	tʃiɑŋ	
文	mjun	vun˩	
武。	mjuX	vu˥˧	
上	dzyangH	ʃʱiɑŋ˨˦	
律	lwit	lyʔ(t)˩	
天	then	tʰiɛn	
時。	dzyi	ʃʱɨ˩	
下	haeX	ɦia'˨˦	
襲	zip	sʱiʔ(p)˩	
水	sywijX	ʂui˥˧	
土。	thuX	tʰu˥˧	
辟	phjieH	pʰi˨˦	【音義】【集註】
如	nyo	ʒy˩	
天	then	tʰiɛn	
地	dijH	di˨˦	
之	tsyi	tʃɨ	
無	mju	vu˩	
不	pjuw	puʔ(t)	
持	dri	tʃʱi˩	
載。	tsojH	tsai˨˦	
無	mju	vu˩	
不	pjuw	puʔ(t)	
覆	phjuwH	fəw˨˦	
幬。	dawH	daw˨˦	【音義】【集註】
辟	phjieH	pʰi˨˦	【音義】【集註】
如	nyo	ʒy˩	
四	sijH	sɨ˨˦	
時	dzyi	ʃʱɨ˩	
之	tsyi	tʃɨ	
錯	tshak	tsʰɒʔ(k)	【音義】
行。	haeng	ɦiŋ˩	
如	nyo	ʒy˩	
日	nyit	ʒiʔ(t)˩	
月	ngjwot	(ŋ)yuɛʔ(t)˩	
之	tsyi	tʃɨ	
代	dojH	dai˨˦	
明。	mjaeng	miŋ˩	
萬	mjonH	van˨˦	
物	mjut	vuʔ(t)˩	
並	bengX	biŋ'˨˦	
育	yuwk	jyuʔ(k)˩	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
相	sjang	siɑŋ	
害。	hajH	ɦai˨˦	
道	dawX	daw'˨˦	
並	bengX	biŋ'˨˦	
行	haeng	ɦiŋ˩	
而	nyi	ɻ˩	
不	pjuw	puʔ(t)	
相	sjang	siɑŋ	
悖。	bwojH	bui˨˦	
小	sjewX	siɛw˥˧	
德	tok	təʔ(k)	
川	tsyhwen	tʃʰyuɛn	
流。	ljuw	liw˩	
大	dajH	dai˨˦	
德	tok	təʔ(k)	
敦	twon	tun	
化。	xwaeH	hwa˨˦	
此	tshjeX	tsʰɨ˥˧	
天	then	tʰiɛn	
地	dijH	di˨˦	
之	tsyi	tʃɨ	
所	srjoX	ʂu˥˧	
以	yiX	ji˥˧	
爲	hjwe	ui˩	
大	dajH	dai˨˦	
也。	yaeX	jiɛ˥˧	
唯	ywij	vi˩	
天	then	tʰiɛn	
下	haeX	ɦia'˨˦	
至	tsyijH	tʃɨ˨˦	
聖。	syengH	ʃiŋ˨˦	
爲	hjwe	ui˩	
能	nong	nəŋ˩	
聰	tshuwng	tsʰuŋ	
明	mjaeng	miŋ˩	
睿	ywejH	jui˨˦	【音義】
知。	trjeH	tʃi˨˦	【音義】【集註】
足	tsjowk	tsyuʔ(k)	
以	yiX	ji˥˧	
有	hjuwX	jiw˥˧	
臨	lim	lim˩	
也。	yaeX	jiɛ˥˧	
寬	khwan	kʰwɔn	
裕	yuH	jy˨˦	
溫	’won	ʔun	
柔。	nyuw	ʒiw˩	
足	tsjowk	tsyuʔ(k)	
以	yiX	ji˥˧	
有	hjuwX	jiw˥˧	
容	yowng	jyuŋ˩	
也。	yaeX	jiɛ˥˧	
發	pjot	faʔ(t)	
強	gjang	kʱiɑŋ˩	
剛	kang	kɑŋ	
毅。	ngj+jH	(ŋ)i˨˦	
足	tsjowk	tsyuʔ(k)	
以	yiX	ji˥˧	
有	hjuwX	jiw˥˧	
執	tsyip	tʃiʔ(p)	
也。	yaeX	jiɛ˥˧	
齊	tsreaj	tʂai	【音義】【集註】
莊	tsrjang	ʈʂwɑŋ	
中	trjuwng	tʃyuŋ	
正。	tsyengH	tʃiŋ˨˦	
足	tsjowk	tsyuʔ(k)	
以	yiX	ji˥˧	
有	hjuwX	jiw˥˧	
敬	kjaengH	kiŋ˨˦	
也。	yaeX	jiɛ˥˧	
文	mjun	vun˩	
理	liX	li˥˧	
密	mit	miʔ(t)˩	
察。	tsrheat	ʈʂʰaʔ(t)	
足	tsjowk	tsyuʔ(k)	
以	yiX	ji˥˧	
有	hjuwX	jiw˥˧	
別	pjet	piɛʔ(t)	【音義】【集註】
也。	yaeX	jiɛ˥˧	
溥	phuX	pʰu˥˧	【音義】
博	pak	pɒʔ(k)	
淵	’wen	ʔyuɛn	
泉。	dzjwen	tsʱyuɛn˩	
而	nyi	ɻ˩	
時	dzyi	ʃʱɨ˩	
出	"tsyhwit/
tsyhwijH"	"tʃʰyt/
ʈʂhui˨˦"	
之。	tsyi	tʃɨ	
溥	phuX	pʰu˥˧	
博	pak	pɒʔ(k)	
如	nyo	ʒy˩	
天。	then	tʰiɛn	
淵	’wen	ʔyuɛn	
泉	dzjwen	tsʱyuɛn˩	
如	nyo	ʒy˩	
淵。	’wen	ʔyuɛn	
見	henH	ɦiɛn˨˦	【音義】【集註】
而	nyi	ɻ˩	
民	mjin	min˩	
莫	mak	mɒʔ(k)˩	
不	pjuw	puʔ(t)	
敬。	kjaengH	kiŋ˨˦	
言	ngjon	jiɛn˩	
而	nyi	ɻ˩	
民	mjin	min˩	
莫	mak	mɒʔ(k)˩	
不	pjuw	puʔ(t)	
信。	sinH	sin˨˦	
行	haeng	ɦiŋ˩	
而	nyi	ɻ˩	
民	mjin	min˩	
莫	mak	mɒʔ(k)˩	
不	pjuw	puʔ(t)	
說。	ywet	jyuɛʔ(t)˩	【音義】【集註】
是	dzyeX	ʃʱɨ'˨˦	
以	yiX	ji˥˧	
聲	syeng	ʃiŋ	
名	mjieng	miŋ˩	
洋	yang	jiɑŋ˩	
溢	yit	jiʔ(t)˩	
乎	hu	ɦu˩	
中	trjuwng	tʃyuŋ	
國。	kwok	kwəʔ(k)	
